variety_id,variety_slug,category,companion_name,relationship,reason
316,determinate-cherry,tomato,Marigold,beneficial,"Deters nematodes, aphids, and whiteflies with natural compounds"
316,determinate-cherry,tomato,Parsley,beneficial,Attracts beneficial insects like hoverflies and parasitic wasps
316,determinate-cherry,tomato,Carrots,beneficial,Helps break up soil and doesn't compete for nutrients or space
316,determinate-cherry,tomato,Chives,beneficial,Repels aphids and may help prevent fungal diseases
316,determinate-cherry,tomato,Nasturtium,beneficial,Acts as trap crop for aphids and cucumber beetles
316,determinate-cherry,tomato,Oregano,beneficial,Repels various pests and attracts beneficial pollinators
316,determinate-cherry,tomato,Lettuce,beneficial,Provides living mulch and utilizes space efficiently without competition
316,determinate-cherry,tomato,Black Walnut,harmful,Releases juglone which is toxic to tomatoes and causes wilting
316,determinate-cherry,tomato,Fennel,harmful,Inhibits growth through allelopathy and attracts harmful insects
316,determinate-cherry,tomato,Brassicas,harmful,Compete for similar nutrients and may stunt tomato growth
317,heirloom-beefsteak-mix,tomato,Basil,beneficial,"Repels aphids and whiteflies, may improve tomato flavor"
317,heirloom-beefsteak-mix,tomato,Marigolds,beneficial,"Repel nematodes, aphids, and other harmful insects"
317,heirloom-beefsteak-mix,tomato,Carrots,beneficial,"Help break up soil for tomato roots, don't compete for nutrients"
317,heirloom-beefsteak-mix,tomato,Parsley,beneficial,Attracts beneficial insects and doesn't compete for space
317,heirloom-beefsteak-mix,tomato,Chives,beneficial,Repel aphids and may improve tomato growth and flavor
317,heirloom-beefsteak-mix,tomato,Nasturtiums,beneficial,Act as trap crop for aphids and cucumber beetles
317,heirloom-beefsteak-mix,tomato,Lettuce,beneficial,Provides ground cover and can be harvested before tomatoes need full space
317,heirloom-beefsteak-mix,tomato,Oregano,beneficial,Repels pests and may enhance tomato flavor
317,heirloom-beefsteak-mix,tomato,Black Walnut,harmful,Releases juglone which is toxic to tomatoes and causes wilting
317,heirloom-beefsteak-mix,tomato,Fennel,harmful,Inhibits growth of tomatoes through allelopathic compounds
317,heirloom-beefsteak-mix,tomato,Brassicas,harmful,Compete for nutrients and may stunt tomato growth
317,heirloom-beefsteak-mix,tomato,Corn,harmful,"Both are heavy feeders competing for nutrients, corn attracts tomato fruitworm"
318,container-choice-red,tomato,Basil,beneficial,"Repels aphids and whiteflies, may improve tomato flavor and growth"
318,container-choice-red,tomato,Marigolds,beneficial,"Repel nematodes, aphids, and whiteflies while attracting beneficial insects"
318,container-choice-red,tomato,Parsley,beneficial,Attracts beneficial insects and helps repel tomato hornworms
318,container-choice-red,tomato,Chives,beneficial,Repel aphids and may improve tomato flavor and growth
318,container-choice-red,tomato,Nasturtiums,beneficial,"Act as trap crop for aphids and cucumber beetles, repel whiteflies"
318,container-choice-red,tomato,Oregano,beneficial,Repels aphids and provides ground cover to retain soil moisture
318,container-choice-red,tomato,Carrots,beneficial,Help break up soil and don't compete for nutrients with tomatoes
318,container-choice-red,tomato,Lettuce,beneficial,Grows in tomato shade and helps maximize container space efficiently
318,container-choice-red,tomato,Black Walnut,harmful,Releases juglone toxin that causes tomato wilt and stunted growth
318,container-choice-red,tomato,Fennel,harmful,Inhibits tomato growth through allelopathic compounds
318,container-choice-red,tomato,Brassicas,harmful,Compete heavily for nutrients and may stunt tomato growth in containers
319,indigo-rose,tomato,Basil,beneficial,"Repels aphids, whiteflies, and hornworms while potentially improving tomato flavor"
319,indigo-rose,tomato,Marigold,beneficial,"Deters nematodes, aphids, and whiteflies with natural pest-repelling compounds"
319,indigo-rose,tomato,Carrots,beneficial,Help break up soil for tomato roots and don't compete for nutrients
319,indigo-rose,tomato,Parsley,beneficial,Attracts beneficial insects like hoverflies and parasitic wasps that control pests
319,indigo-rose,tomato,Lettuce,beneficial,"Provides living mulch, conserves soil moisture, and utilizes different root zones"
319,indigo-rose,tomato,Nasturtiums,beneficial,Acts as trap crop for aphids and cucumber beetles while repelling whiteflies
319,indigo-rose,tomato,Chives,beneficial,Repels aphids and may help prevent fungal diseases with sulfur compounds
319,indigo-rose,tomato,Peppers,beneficial,Share similar growing requirements and don't compete significantly for resources
319,indigo-rose,tomato,Black Walnut,harmful,Produces juglone toxin that causes tomato wilt and stunted growth
319,indigo-rose,tomato,Fennel,harmful,Releases allelopathic compounds that inhibit tomato growth and development
319,indigo-rose,tomato,Corn,harmful,Both attract corn earworm/tomato hornworm and compete for similar nutrients
319,indigo-rose,tomato,Brassicas,harmful,Heavy nitrogen feeders that compete with tomatoes and may stunt growth
320,phoenix,tomato,Basil,beneficial,"Repels aphids, whiteflies, and hornworms while potentially improving tomato flavor"
320,phoenix,tomato,Marigold,beneficial,"Deters nematodes, aphids, and whiteflies with natural compounds"
320,phoenix,tomato,Carrots,beneficial,Helps break up soil for tomato roots and doesn't compete for space
320,phoenix,tomato,Parsley,beneficial,Attracts beneficial insects like hoverflies that prey on tomato pests
320,phoenix,tomato,Chives,beneficial,Repels aphids and may help prevent fungal diseases
320,phoenix,tomato,Nasturtium,beneficial,"Acts as trap crop for aphids and cucumber beetles, draws pests away"
320,phoenix,tomato,Lettuce,beneficial,Provides living mulch and maximizes garden space without root competition
320,phoenix,tomato,Oregano,beneficial,Repels many insects and may enhance tomato growth and flavor
320,phoenix,tomato,Black Walnut,harmful,Releases juglone toxin that causes wilting and death in tomatoes
320,phoenix,tomato,Fennel,harmful,Inhibits growth through allelopathic compounds that stunt tomato development
320,phoenix,tomato,Brassicas,harmful,Compete for similar nutrients and may stunt tomato growth when planted nearby
321,grape-tomato,tomato,Basil,beneficial,"Repels aphids, whiteflies, and hornworms while potentially improving tomato flavor"
321,grape-tomato,tomato,Marigold,beneficial,"Deters nematodes, aphids, and whiteflies with natural pest-repelling compounds"
321,grape-tomato,tomato,Carrots,beneficial,Help break up soil for tomato roots and don't compete for nutrients
321,grape-tomato,tomato,Parsley,beneficial,Attracts beneficial insects like parasitic wasps that control tomato pests
321,grape-tomato,tomato,Chives,beneficial,Repel aphids and may improve tomato flavor and growth
321,grape-tomato,tomato,Nasturtiums,beneficial,"Act as trap crops for aphids and cucumber beetles, protecting tomatoes"
321,grape-tomato,tomato,Lettuce,beneficial,Grows well in tomato shade and helps retain soil moisture
321,grape-tomato,tomato,Oregano,beneficial,Repels many garden pests and may enhance tomato flavor
321,grape-tomato,tomato,Black Walnut,harmful,Produces juglone toxin that causes tomato wilt and stunted growth
321,grape-tomato,tomato,Fennel,harmful,Inhibits tomato growth through allelopathic compounds
321,grape-tomato,tomato,Brassicas,harmful,Compete for nutrients and may stunt tomato growth when planted too close
321,grape-tomato,tomato,Corn,harmful,"Both attract corn earworm/tomato fruitworm, increasing pest pressure"
322,german-johnson,tomato,Basil,beneficial,"Repels aphids, whiteflies, and hornworms while potentially improving tomato flavor"
322,german-johnson,tomato,Marigolds,beneficial,"Deters nematodes, aphids, and whiteflies with natural compounds"
322,german-johnson,tomato,Carrots,beneficial,Loosens soil for tomato roots and doesn't compete for nutrients
322,german-johnson,tomato,Parsley,beneficial,Attracts beneficial insects like parasitic wasps that control tomato pests
322,german-johnson,tomato,Chives,beneficial,Repels aphids and may help prevent fungal diseases
322,german-johnson,tomato,Nasturtiums,beneficial,Acts as trap crop for aphids and cucumber beetles
322,german-johnson,tomato,Lettuce,beneficial,Provides ground cover and utilizes space efficiently without competing
322,german-johnson,tomato,Borage,beneficial,Attracts pollinators and beneficial insects while deterring hornworms
322,german-johnson,tomato,Black Walnut Trees,harmful,Produces juglone toxin that causes tomato wilt and stunted growth
322,german-johnson,tomato,Fennel,harmful,Inhibits tomato growth through allelopathic compounds
322,german-johnson,tomato,Brassicas,harmful,Competes heavily for nutrients and may stunt tomato growth
322,german-johnson,tomato,Corn,harmful,"Both attract corn earworm/tomato fruitworm, increasing pest pressure"
323,determinate-roma,tomato,Basil,beneficial,"Repels aphids, whiteflies, and hornworms while potentially improving tomato flavor"
323,determinate-roma,tomato,Marigold,beneficial,"Deters nematodes, aphids, and whiteflies with natural compounds"
323,determinate-roma,tomato,Parsley,beneficial,Attracts beneficial insects like hoverflies and parasitic wasps
323,determinate-roma,tomato,Carrots,beneficial,Loosens soil for tomato roots and doesn't compete for nutrients
323,determinate-roma,tomato,Nasturtium,beneficial,Acts as trap crop for aphids and cucumber beetles
323,determinate-roma,tomato,Oregano,beneficial,Repels pests and may enhance tomato flavor through aromatic compounds
323,determinate-roma,tomato,Peppers,beneficial,Similar growing requirements and may deter some common pests
323,determinate-roma,tomato,Lettuce,beneficial,Utilizes space efficiently as ground cover and matures before tomatoes peak
323,determinate-roma,tomato,Black Walnut,harmful,Produces juglone toxin that causes wilting and stunted growth in tomatoes
323,determinate-roma,tomato,Fennel,harmful,Inhibits tomato growth through allelopathic compounds
323,determinate-roma,tomato,Brassicas,harmful,Compete for nutrients and may stunt tomato growth when planted nearby
323,determinate-roma,tomato,Corn,harmful,Both attract similar pests like corn earworm and compete for nitrogen
324,taxi,tomato,Basil,beneficial,"Repels aphids, whiteflies, and hornworms while potentially improving tomato flavor"
324,taxi,tomato,Marigold,beneficial,"Deters nematodes, aphids, and whiteflies with natural pest-repelling compounds"
324,taxi,tomato,Carrots,beneficial,Loosens soil for tomato roots and doesn't compete for nutrients
324,taxi,tomato,Parsley,beneficial,Attracts beneficial insects like hoverflies that prey on tomato pests
324,taxi,tomato,Chives,beneficial,Repels aphids and may improve tomato growth and flavor
324,taxi,tomato,Nasturtium,beneficial,"Acts as trap crop for aphids and cucumber beetles, protecting tomatoes"
324,taxi,tomato,Peppers,beneficial,Similar growing requirements and can share space efficiently
324,taxi,tomato,Borage,beneficial,Deters hornworms and attracts pollinators and beneficial predatory insects
324,taxi,tomato,Black Walnut,harmful,Produces juglone toxin that causes tomato wilt and stunted growth
324,taxi,tomato,Fennel,harmful,Inhibits tomato growth through allelopathic compounds
324,taxi,tomato,Brassicas (Cabbage family),harmful,Compete for nutrients and may stunt tomato growth
324,taxi,tomato,Corn,harmful,Both attract similar pests like hornworms and compete for nutrients
326,heirloom-black-cherry,tomato,Basil,beneficial,"Repels aphids, whiteflies, and hornworms while potentially enhancing tomato flavor"
326,heirloom-black-cherry,tomato,Marigolds,beneficial,"Deters nematodes, aphids, and whiteflies with natural compounds"
326,heirloom-black-cherry,tomato,Carrots,beneficial,Helps break up soil for tomato roots and doesn't compete for nutrients
326,heirloom-black-cherry,tomato,Parsley,beneficial,Attracts beneficial insects like parasitic wasps that control tomato pests
326,heirloom-black-cherry,tomato,Chives,beneficial,Repels aphids and may help prevent fungal diseases
326,heirloom-black-cherry,tomato,Nasturtiums,beneficial,"Acts as trap crop for aphids and cucumber beetles, draws pests away from tomatoes"
326,heirloom-black-cherry,tomato,Lettuce,beneficial,"Provides living mulch, conserves soil moisture, and can be harvested before tomatoes need full space"
326,heirloom-black-cherry,tomato,Peppers,beneficial,Share similar growing requirements and don't compete significantly for resources
326,heirloom-black-cherry,tomato,Black Walnut,harmful,Produces juglone toxin that causes tomato wilt and stunted growth
326,heirloom-black-cherry,tomato,Fennel,harmful,Releases allelopathic compounds that inhibit tomato growth and development
326,heirloom-black-cherry,tomato,Brassicas,harmful,Can stunt tomato growth and attract pests that also affect tomatoes
326,heirloom-black-cherry,tomato,Corn,harmful,"Both are heavy feeders that compete for nutrients, and corn can harbor tomato fruitworm"
327,campari,tomato,Basil,beneficial,"Repels aphids and whiteflies, may improve flavor"
327,campari,tomato,Marigold,beneficial,Deters nematodes and whiteflies with natural compounds
327,campari,tomato,Parsley,beneficial,Attracts beneficial insects like hoverflies that prey on tomato pests
327,campari,tomato,Carrots,beneficial,"Helps break up soil for tomato roots, doesn't compete for nutrients"
327,campari,tomato,Chives,beneficial,Repels aphids and may help prevent early blight disease
327,campari,tomato,Nasturtium,beneficial,Acts as trap crop for aphids and cucumber beetles
327,campari,tomato,Oregano,beneficial,Repels various insects and may enhance tomato flavor
327,campari,tomato,Lettuce,beneficial,Provides ground cover and doesn't compete with tomato root system
327,campari,tomato,Black Walnut,harmful,Releases juglone toxin that causes tomato wilt and stunted growth
327,campari,tomato,Fennel,harmful,Inhibits growth of most garden plants through allelopathy
327,campari,tomato,Brassicas,harmful,Compete for similar nutrients and may stunt tomato growth
327,campari,tomato,Corn,harmful,Both attract similar pests like corn earworm and compete for nutrients
328,german-pink,tomato,Basil,beneficial,"Repels aphids and whiteflies, may improve flavor"
328,german-pink,tomato,Marigolds,beneficial,Deters nematodes and aphids with natural compounds
328,german-pink,tomato,Carrots,beneficial,Helps break up soil for better tomato root development
328,german-pink,tomato,Parsley,beneficial,Attracts beneficial insects like hoverflies and parasitic wasps
328,german-pink,tomato,Nasturtiums,beneficial,Acts as trap crop for aphids and cucumber beetles
328,german-pink,tomato,Chives,beneficial,Repels aphids and may help prevent fungal diseases
328,german-pink,tomato,Lettuce,beneficial,Provides ground cover and utilizes space efficiently
328,german-pink,tomato,Oregano,beneficial,Repels pests and may enhance tomato flavor
328,german-pink,tomato,Black Walnut,harmful,Produces juglone which is toxic to tomatoes and causes wilt
328,german-pink,tomato,Fennel,harmful,Inhibits growth of most garden plants through allelopathy
328,german-pink,tomato,Brassicas,harmful,Compete for nutrients and may stunt tomato growth
328,german-pink,tomato,Corn,harmful,"Both are heavy feeders competing for nutrients, shared pest issues"
329,arkansas-traveler,tomato,Basil,beneficial,"Repels aphids and whiteflies, may improve tomato flavor and growth"
329,arkansas-traveler,tomato,Marigolds,beneficial,"Repel nematodes, aphids, and whiteflies while attracting beneficial insects"
329,arkansas-traveler,tomato,Carrots,beneficial,Help break up soil for tomato roots and don't compete for nutrients
329,arkansas-traveler,tomato,Parsley,beneficial,Attracts beneficial insects like hoverflies that prey on tomato pests
329,arkansas-traveler,tomato,Chives,beneficial,Repel aphids and may improve tomato flavor and disease resistance
329,arkansas-traveler,tomato,Lettuce,beneficial,"Provides living mulch, conserves soil moisture, and utilizes different root zones"
329,arkansas-traveler,tomato,Nasturtiums,beneficial,Act as trap crop for aphids and cucumber beetles while repelling whiteflies
329,arkansas-traveler,tomato,Borage,beneficial,"Attracts pollinators and beneficial insects, may improve tomato flavor"
329,arkansas-traveler,tomato,Black Walnut Trees,harmful,Release juglone toxin that causes tomato wilt and stunted growth
329,arkansas-traveler,tomato,Fennel,harmful,Inhibits growth of tomatoes through allelopathic compounds
329,arkansas-traveler,tomato,Brassicas,harmful,Compete for similar nutrients and may stunt tomato growth when planted nearby
329,arkansas-traveler,tomato,Corn,harmful,Both attract corn earworms and compete for similar nutrients and space
330,pineapple,tomato,Basil,beneficial,"Repels aphids, whiteflies, and hornworms while potentially improving tomato flavor"
330,pineapple,tomato,Marigolds,beneficial,"Repel nematodes, whiteflies, and other harmful insects"
330,pineapple,tomato,Carrots,beneficial,Help break up soil and don't compete for nutrients
330,pineapple,tomato,Parsley,beneficial,Attracts beneficial insects like hoverflies and parasitic wasps
330,pineapple,tomato,Chives,beneficial,Repel aphids and may improve tomato growth and flavor
330,pineapple,tomato,Nasturtiums,beneficial,Act as trap crop for aphids and cucumber beetles
330,pineapple,tomato,Lettuce,beneficial,Provides ground cover and utilizes space efficiently without competing
330,pineapple,tomato,Peppers,beneficial,Share similar growing requirements and pest management needs
330,pineapple,tomato,Black Walnut,harmful,Produces juglone toxin that causes tomato wilt and stunted growth
330,pineapple,tomato,Fennel,harmful,Inhibits growth through allelopathic compounds
330,pineapple,tomato,Brassicas,harmful,Compete for nutrients and may stunt tomato growth
330,pineapple,tomato,Corn,harmful,"Both attract corn earworm/tomato hornworm, increasing pest pressure"
331,roma-vf,tomato,Basil,beneficial,"Repels aphids, whiteflies, and hornworms while potentially improving tomato flavor"
331,roma-vf,tomato,Marigolds,beneficial,"Repel nematodes, aphids, and whiteflies with their strong scent"
331,roma-vf,tomato,Carrots,beneficial,Help aerate soil around tomato roots and don't compete for nutrients
331,roma-vf,tomato,Parsley,beneficial,Attracts beneficial insects like parasitic wasps that control tomato pests
331,roma-vf,tomato,Chives,beneficial,Repel aphids and may help prevent fungal diseases
331,roma-vf,tomato,Nasturtiums,beneficial,"Act as trap crops for aphids and cucumber beetles, protecting tomatoes"
331,roma-vf,tomato,Peppers,beneficial,Share similar growing requirements and don't compete heavily for resources
331,roma-vf,tomato,Borage,beneficial,Attracts pollinators and beneficial insects while reportedly improving tomato growth
331,roma-vf,tomato,Black Walnut Trees,harmful,Produce juglone toxin that causes tomato wilt and stunted growth
331,roma-vf,tomato,Fennel,harmful,Inhibits growth of tomatoes through allelopathic compounds
331,roma-vf,tomato,Brassicas,harmful,Heavy feeders that compete for nutrients and may stunt tomato growth
331,roma-vf,tomato,Corn,harmful,"Both attract corn earworm/tomato fruitworm, increasing pest pressure"
332,chocolate-cherry,tomato,Basil,beneficial,"Repels aphids and whiteflies, may improve tomato flavor"
332,chocolate-cherry,tomato,Marigold,beneficial,Deters nematodes and whiteflies with natural compounds
332,chocolate-cherry,tomato,Carrots,beneficial,Aerates soil and doesn't compete for nutrients
332,chocolate-cherry,tomato,Parsley,beneficial,Attracts beneficial insects like hoverflies and parasitic wasps
332,chocolate-cherry,tomato,Chives,beneficial,Repels aphids and may help prevent fungal diseases
332,chocolate-cherry,tomato,Nasturtium,beneficial,Acts as trap crop for aphids and cucumber beetles
332,chocolate-cherry,tomato,Lettuce,beneficial,Provides ground cover and utilizes different soil layers
332,chocolate-cherry,tomato,Oregano,beneficial,Repels pests and attracts beneficial pollinators
332,chocolate-cherry,tomato,Black Walnut,harmful,Releases juglone toxin that causes tomato wilt and stunted growth
332,chocolate-cherry,tomato,Fennel,harmful,Inhibits growth through allelopathic compounds
332,chocolate-cherry,tomato,Corn,harmful,Both attract tomato hornworms and corn earworms
333,black-beauty,tomato,Basil,beneficial,"Repels aphids, whiteflies, and hornworms while potentially improving tomato flavor"
333,black-beauty,tomato,Marigolds,beneficial,"Repel nematodes, aphids, and whiteflies with their strong scent"
333,black-beauty,tomato,Carrots,beneficial,Help break up soil for tomato roots and don't compete for nutrients
333,black-beauty,tomato,Parsley,beneficial,Attracts beneficial insects like hoverflies that prey on tomato pests
333,black-beauty,tomato,Chives,beneficial,Repel aphids and may help prevent fungal diseases
333,black-beauty,tomato,Nasturtiums,beneficial,Act as trap crops for aphids and cucumber beetles while repelling whiteflies
333,black-beauty,tomato,Oregano,beneficial,Repels many insect pests and may enhance tomato growth
333,black-beauty,tomato,Lettuce,beneficial,Provides ground cover to retain moisture and doesn't compete heavily for nutrients
333,black-beauty,tomato,Black Walnut,harmful,Produces juglone which is toxic to tomatoes and causes wilting
333,black-beauty,tomato,Fennel,harmful,Inhibits growth of tomatoes through allelopathic compounds
333,black-beauty,tomato,Brassicas,harmful,Compete for similar nutrients and may stunt tomato growth
333,black-beauty,tomato,Corn,harmful,"Both attract corn earworms and tomato hornworms, increasing pest pressure"
334,red-robin,tomato,Basil,beneficial,"Repels aphids, whiteflies, and hornworms while improving tomato flavor"
334,red-robin,tomato,Marigolds,beneficial,"Deter nematodes, aphids, and whiteflies with natural compounds"
334,red-robin,tomato,Nasturtiums,beneficial,Act as trap crops for aphids and cucumber beetles
334,red-robin,tomato,Carrots,beneficial,Loosen soil around tomato roots and don't compete for nutrients
334,red-robin,tomato,Parsley,beneficial,Attracts beneficial insects like hoverflies and parasitic wasps
334,red-robin,tomato,Chives,beneficial,Repel aphids and may improve tomato growth and flavor
334,red-robin,tomato,Borage,beneficial,Deters hornworms and attracts pollinators and beneficial insects
334,red-robin,tomato,Lettuce,beneficial,Provides living mulch and utilizes space efficiently without competition
334,red-robin,tomato,Black Walnut,harmful,Releases juglone toxin that causes wilting and stunted growth in tomatoes
334,red-robin,tomato,Fennel,harmful,Inhibits tomato growth through allelopathic chemical compounds
334,red-robin,tomato,Brassicas,harmful,Compete for nutrients and may stunt tomato growth when planted nearby
335,striped-german,tomato,Basil,beneficial,"Repels aphids and whiteflies, may improve tomato flavor"
335,striped-german,tomato,Marigold,beneficial,Deters nematodes and aphids with natural compounds
335,striped-german,tomato,Carrots,beneficial,"Helps break up soil for tomato roots, doesn't compete for nutrients"
335,striped-german,tomato,Parsley,beneficial,Attracts beneficial insects like hoverflies that prey on tomato pests
335,striped-german,tomato,Chives,beneficial,Repels aphids and may help prevent fungal diseases
335,striped-german,tomato,Nasturtiums,beneficial,Acts as trap crop for aphids and cucumber beetles
335,striped-german,tomato,Peppers,beneficial,Similar growing requirements and may help confuse pest insects
335,striped-german,tomato,Oregano,beneficial,Repels various insects and provides ground cover to retain soil moisture
335,striped-german,tomato,Black Walnut,harmful,Releases juglone toxin that causes tomato wilt and stunted growth
335,striped-german,tomato,Fennel,harmful,Inhibits growth through allelopathic compounds that stunt tomato development
335,striped-german,tomato,Brassicas,harmful,Compete heavily for nutrients and may stunt tomato growth
335,striped-german,tomato,Corn,harmful,"Both attract corn earworm, increasing pest pressure on tomatoes"
336,sweet-pepper-king-arthur,pepper,Basil,beneficial,"Repels aphids, spider mites, and thrips while potentially improving pepper flavor"
336,sweet-pepper-king-arthur,pepper,Tomatoes,beneficial,"Share similar growing conditions and pest management, can be grown together efficiently"
336,sweet-pepper-king-arthur,pepper,Marigolds,beneficial,"Repel nematodes, aphids, and whiteflies while attracting beneficial insects"
336,sweet-pepper-king-arthur,pepper,Oregano,beneficial,Deters pests like aphids and spider mites with its strong aromatic oils
336,sweet-pepper-king-arthur,pepper,Carrots,beneficial,Help break up soil for pepper roots and don't compete for the same nutrients
336,sweet-pepper-king-arthur,pepper,Onions,beneficial,"Repel aphids, thrips, and other soft-bodied insects that damage peppers"
336,sweet-pepper-king-arthur,pepper,Parsley,beneficial,Attracts beneficial insects like hoverflies and parasitic wasps that control pepper pests
336,sweet-pepper-king-arthur,pepper,Nasturtiums,beneficial,Act as trap crop for aphids and cucumber beetles while repelling squash bugs
336,sweet-pepper-king-arthur,pepper,Fennel,harmful,Releases allelopathic compounds that inhibit growth of peppers and most vegetables
336,sweet-pepper-king-arthur,pepper,Black Walnut,harmful,Produces juglone toxin that causes wilting and stunted growth in peppers
336,sweet-pepper-king-arthur,pepper,Brassicas,harmful,Compete heavily for nutrients and may stunt pepper growth through root competition
336,sweet-pepper-king-arthur,pepper,Apricot Trees,harmful,Can harbor verticillium wilt which easily spreads to peppers and causes plant death
338,sweet-pepper-jimmy-nardello-s,pepper,Basil,beneficial,"Repels aphids, spider mites, and thrips while potentially improving pepper flavor"
338,sweet-pepper-jimmy-nardello-s,pepper,Tomatoes,beneficial,Share similar growing conditions and can be trellised together efficiently
338,sweet-pepper-jimmy-nardello-s,pepper,Oregano,beneficial,Deters pests like aphids and provides ground cover to retain soil moisture
338,sweet-pepper-jimmy-nardello-s,pepper,Marigolds,beneficial,"Repel nematodes, aphids, and whiteflies with their strong scent"
338,sweet-pepper-jimmy-nardello-s,pepper,Onions,beneficial,"Deter aphids, thrips, and other soft-bodied insects that attack peppers"
338,sweet-pepper-jimmy-nardello-s,pepper,Carrots,beneficial,Improve soil structure and don't compete for nutrients or space
338,sweet-pepper-jimmy-nardello-s,pepper,Parsley,beneficial,Attracts beneficial insects like hoverflies and parasitic wasps
338,sweet-pepper-jimmy-nardello-s,pepper,Nasturtiums,beneficial,Act as trap crops for aphids and cucumber beetles
338,sweet-pepper-jimmy-nardello-s,pepper,Black Walnut Trees,harmful,Release juglone toxin that stunts pepper growth and can kill plants
338,sweet-pepper-jimmy-nardello-s,pepper,Fennel,harmful,Inhibits growth through allelopathic compounds and attracts harmful insects
338,sweet-pepper-jimmy-nardello-s,pepper,Brassicas,harmful,Compete heavily for nutrients and may stunt pepper development
338,sweet-pepper-jimmy-nardello-s,pepper,Apricot Trees,harmful,Can harbor verticillium wilt which spreads to peppers through soil
341,bell-pepper-red-beauty,pepper,Basil,beneficial,"Repels aphids, spider mites, and thrips while potentially improving pepper flavor"
341,bell-pepper-red-beauty,pepper,Tomatoes,beneficial,"Similar growing requirements and can share space efficiently, both benefit from same care"
341,bell-pepper-red-beauty,pepper,Marigolds,beneficial,"Repel nematodes, aphids, and whiteflies while attracting beneficial insects"
341,bell-pepper-red-beauty,pepper,Oregano,beneficial,Repels aphids and provides ground cover while attracting beneficial pollinators
341,bell-pepper-red-beauty,pepper,Parsley,beneficial,Attracts beneficial insects like hoverflies and parasitic wasps that control pepper pests
341,bell-pepper-red-beauty,pepper,Carrots,beneficial,Loose soil from carrot growth improves drainage around pepper roots
341,bell-pepper-red-beauty,pepper,Nasturtiums,beneficial,"Act as trap crop for aphids, cucumber beetles, and squash bugs"
341,bell-pepper-red-beauty,pepper,Chives,beneficial,Repel aphids and may improve pepper growth and flavor
341,bell-pepper-red-beauty,pepper,Black Walnut,harmful,Produces juglone toxin that causes wilting and stunted growth in peppers
341,bell-pepper-red-beauty,pepper,Fennel,harmful,Allelopathic properties inhibit growth of peppers and most garden vegetables
341,bell-pepper-red-beauty,pepper,Kohlrabi,harmful,Competes heavily for nutrients and may stunt pepper plant development
345,sweet-pepper-gypsy,pepper,Basil,beneficial,"Repels aphids, spider mites, and thrips while potentially improving pepper flavor"
345,sweet-pepper-gypsy,pepper,Marigold,beneficial,"Deters nematodes, aphids, and whiteflies with natural compounds"
345,sweet-pepper-gypsy,pepper,Tomato,beneficial,Similar growing requirements and can share space efficiently
345,sweet-pepper-gypsy,pepper,Oregano,beneficial,Repels cucumber beetles and provides ground cover to retain soil moisture
345,sweet-pepper-gypsy,pepper,Parsley,beneficial,Attracts beneficial insects like hoverflies that prey on pepper pests
345,sweet-pepper-gypsy,pepper,Carrots,beneficial,Grow well in pepper shade and help break up soil without competing for nutrients
345,sweet-pepper-gypsy,pepper,Nasturtium,beneficial,"Acts as trap crop for aphids and cucumber beetles, drawing them away from peppers"
345,sweet-pepper-gypsy,pepper,Chives,beneficial,Repels aphids and may help improve pepper growth and flavor
345,sweet-pepper-gypsy,pepper,Black Walnut,harmful,Produces juglone toxin that stunts growth and can kill pepper plants
345,sweet-pepper-gypsy,pepper,Fennel,harmful,Releases allelopathic compounds that inhibit pepper growth and development
345,sweet-pepper-gypsy,pepper,Brassicas,harmful,Compete heavily for nutrients and may stunt pepper growth due to different soil pH preferences
346,sweet-pepper-carmen,pepper,Basil,beneficial,"Repels aphids, spider mites, and thrips while potentially improving pepper flavor"
346,sweet-pepper-carmen,pepper,Marigolds,beneficial,"Repel nematodes, aphids, and whiteflies with their strong scent"
346,sweet-pepper-carmen,pepper,Tomatoes,beneficial,Share similar growing conditions and pest management strategies
346,sweet-pepper-carmen,pepper,Oregano,beneficial,Attracts beneficial insects and repels cucumber beetles and aphids
346,sweet-pepper-carmen,pepper,Carrots,beneficial,Help break up soil and don't compete for space or nutrients
346,sweet-pepper-carmen,pepper,Onions,beneficial,"Repel aphids, spider mites, and other pests with sulfur compounds"
346,sweet-pepper-carmen,pepper,Parsley,beneficial,Attracts beneficial insects like hoverflies and parasitic wasps
346,sweet-pepper-carmen,pepper,Nasturtiums,beneficial,Act as trap crops for aphids and cucumber beetles
346,sweet-pepper-carmen,pepper,Fennel,harmful,Produces allelopathic compounds that inhibit pepper growth and development
346,sweet-pepper-carmen,pepper,Brassicas,harmful,Compete for nutrients and may stunt pepper growth through root competition
346,sweet-pepper-carmen,pepper,Black Walnut,harmful,Produces juglone toxin that is highly toxic to peppers and causes wilting
349,bell-pepper-purple-top,pepper,Basil,beneficial,"Repels aphids, spider mites, and thrips while potentially improving pepper flavor"
349,bell-pepper-purple-top,pepper,Tomatoes,beneficial,"Similar growing requirements and can share space efficiently, both benefit from same soil conditions"
349,bell-pepper-purple-top,pepper,Marigolds,beneficial,"Repel nematodes, aphids, and whiteflies while attracting beneficial insects"
349,bell-pepper-purple-top,pepper,Oregano,beneficial,"Repels pests like aphids and spider mites, and provides ground cover to retain moisture"
349,bell-pepper-purple-top,pepper,Carrots,beneficial,Help break up soil for pepper roots and don't compete for nutrients
